CustomerID,CustomerName,City,Age,Gender,LoyaltyTier
C00508,Surya Iyer,Pune,40,Female,Gold
C00509,Vikram Iyer,Mumbai,40,Female,Bronze
C00510,Rohan Iyer,Chennai,36,Male,Gold
C00511,Ananya Iyer,Chennai,25,Male,Gold
C00512,Diya Iyer,Hyderabad,57,Male,Gold
C00513,Priya Iyer,Pune,46,Female,Gold
C00514,Meera Iyer,Pune,35,Female,Gold
C00515,Nisha Iyer,Mumbai,48,Male,Bronze
C00516,Sneha Iyer,Pune,47,Male,Bronze
C00517,Aishwarya Iyer,Pune,27,Female,Bronze
C00518,Kavya Iyer,Hyderabad,46,Male,Gold
C00519,Harini Iyer,Chennai,56,Male,Silver
C00520,Divya Iyer,Chennai,34,Female,Bronze
C00521,Aarav Nair,Hyderabad,35,Male,Gold
C00522,Vivaan Nair,Pune,33,Male,Silver
C00523,Aditya Nair,Bengaluru,49,Male,Bronze
C00524,Arjun Nair,Bengaluru,59,Male,Silver
C00525,Sai Nair,Hyderabad,35,Female,Bronze
C00526,Rahul Nair,Chennai,47,Female,Silver
C00527,Karthik Nair,Pune,23,Female,Silver
C00528,Surya Nair,Mumbai,58,Male,Bronze
C00529,Vikram Nair,Pune,45,Female,Bronze
C00530,Rohan Nair,Pune,35,Female,Bronze
C00531,Ananya Nair,Mumbai,22,Male,Bronze
C00532,Diya Nair,Chennai,37,Female,Silver
C00533,Priya Nair,Chennai,42,Male,Gold
C00534,Meera Nair,Chennai,35,Male,Silver
C00535,Nisha Nair,Chennai,25,Male,Gold
C00536,Sneha Nair,Pune,24,Male,Gold
C00537,Aishwarya Nair,Mumbai,52,Female,Gold
C00538,Kavya Nair,Chennai,39,Male,Gold
C00539,Harini Nair,Pune,40,Male,Gold
C00540,Divya Nair,Bengaluru,59,Female,Bronze
C00541,Aarav Verma,Pune,55,Male,Gold
C00542,Vivaan Verma,Mumbai,32,Female,Bronze
C00543,Aditya Verma,Hyderabad,27,Male,Gold
C00544,Arjun Verma,Pune,57,Female,Bronze
C00545,Sai Verma,Bengaluru,31,Male,Bronze
C00546,Rahul Verma,Bengaluru,26,Female,Bronze
C00547,Karthik Verma,Mumbai,21,Male,Bronze
C00548,Surya Verma,Hyderabad,21,Female,Bronze
C00549,Vikram Verma,Pune,48,Female,Bronze
C00550,Rohan Verma,Bengaluru,26,Female,Silver
C00551,Ananya Verma,Mumbai,31,Male,Gold
C00552,Diya Verma,Chennai,22,Male,Silver
C00553,Priya Verma,Mumbai,58,Female,Gold
C00554,Meera Verma,Pune,29,Male,Gold
C00555,Nisha Verma,Chennai,36,Male,Gold
C00556,Sneha Verma,Hyderabad,50,Male,Silver
C00557,Aishwarya Verma,Pune,25,Male,Silver
C00558,Kavya Verma,Mumbai,55,Male,Silver
C00559,Harini Verma,Bengaluru,45,Female,Bronze
C00560,Divya Verma,Hyderabad,49,Male,Silver
C00561,Aarav Gupta,Mumbai,46,Female,Silver
C00562,Vivaan Gupta,Pune,20,Male,Bronze
C00563,Aditya Gupta,Chennai,49,Female,Bronze
C00564,Arjun Gupta,Hyderabad,23,Female,Gold
C00565,Sai Gupta,Pune,40,Male,Gold
C00566,Rahul Gupta,Pune,60,Female,Bronze
C00567,Karthik Gupta,Hyderabad,25,Male,Silver
C00568,Surya Gupta,Hyderabad,30,Male,Gold
C00569,Vikram Gupta,Bengaluru,25,Female,Silver
C00570,Rohan Gupta,Hyderabad,36,Female,Gold
C00571,Ananya Gupta,Hyderabad,40,Female,Silver
C00572,Diya Gupta,Chennai,52,Male,Bronze
C00573,Priya Gupta,Bengaluru,22,Female,Gold
C00574,Meera Gupta,Hyderabad,45,Male,Bronze
C00575,Nisha Gupta,Mumbai,27,Female,Bronze
C00576,Sneha Gupta,Hyderabad,27,Male,Silver
C00577,Aishwarya Gupta,Hyderabad,26,Male,Gold
C00578,Kavya Gupta,Mumbai,56,Male,Bronze
C00579,Harini Gupta,Chennai,50,Male,Gold
C00580,Divya Gupta,Mumbai,35,Male,Gold
C00581,Aarav Rao,Pune,31,Male,Silver
C00582,Vivaan Rao,Mumbai,27,Male,Gold
C00583,Aditya Rao,Pune,24,Male,Gold
C00584,Arjun Rao,Hyderabad,42,Female,Bronze
C00585,Sai Rao,Hyderabad,53,Female,Silver
C00586,Rahul Rao,Bengaluru,29,Male,Bronze
C00587,Karthik Rao,Pune,39,Male,Gold
C00588,Surya Rao,Bengaluru,32,Female,Silver
C00589,Vikram Rao,Hyderabad,27,Male,Bronze
C00590,Rohan Rao,Hyderabad,28,Male,Bronze
C00591,Ananya Rao,Pune,38,Female,Silver
C00592,Diya Rao,Bengaluru,44,Male,Bronze
C00593,Priya Rao,Pune,53,Female,Bronze
C00594,Meera Rao,Chennai,60,Female,Bronze
C00595,Nisha Rao,Bengaluru,53,Male,Gold
C00596,Sneha Rao,Chennai,52,Male,Gold
C00597,Aishwarya Rao,Hyderabad,26,Female,Bronze
C00598,Kavya Rao,Chennai,21,Female,Silver
C00599,Harini Rao,Mumbai,60,Male,Bronze
C00600,Divya Rao,Hyderabad,41,Female,Silver
C00601,Aarav Sharma,Chennai,20,Male,Silver
C00602,Vivaan Sharma,Bengaluru,43,Male,Silver
C00603,Aditya Sharma,Bengaluru,39,Male,Gold
C00604,Arjun Sharma,Pune,23,Female,Gold
C00605,Sai Sharma,Hyderabad,54,Female,Silver
C00606,Rahul Sharma,Pune,58,Male,Bronze
C00607,Karthik Sharma,Hyderabad,37,Male,Silver
C00608,Surya Sharma,Chennai,29,Male,Gold
C00609,Vikram Sharma,Chennai,60,Male,Gold
C00610,Rohan Sharma,Mumbai,24,Female,Silver
C00611,Ananya Sharma,Chennai,25,Female,Bronze
C00612,Diya Sharma,Chennai,49,Female,Gold
C00613,Priya Sharma,Hyderabad,49,Female,Silver
C00614,Meera Sharma,Hyderabad,19,Female,Bronze
C00615,Nisha Sharma,Pune,38,Female,Bronze
C00616,Sneha Sharma,Pune,29,Male,Silver
C00617,Aishwarya Sharma,Chennai,41,Female,Bronze
C00618,Kavya Sharma,Mumbai,41,Male,Gold
C00619,Harini Sharma,Bengaluru,35,Male,Silver
C00620,Divya Sharma,Hyderabad,44,Male,Gold
C00621,Aarav Patel,Mumbai,29,Female,Silver
C00622,Vivaan Patel,Mumbai,25,Male,Gold
C00623,Aditya Patel,Hyderabad,54,Male,Bronze
C00624,Arjun Patel,Bengaluru,57,Female,Silver
C00625,Sai Patel,Bengaluru,24,Female,Bronze
C00626,Rahul Patel,Chennai,36,Female,Bronze
C00627,Karthik Patel,Chennai,19,Female,Bronze
C00628,Surya Patel,Pune,53,Male,Gold
C00629,Vikram Patel,Chennai,26,Male,Bronze
C00630,Rohan Patel,Bengaluru,35,Male,Silver
C00631,Ananya Patel,Chennai,18,Female,Bronze
C00632,Diya Patel,Mumbai,26,Female,Bronze
C00633,Priya Patel,Chennai,34,Male,Bronze
C00634,Meera Patel,Pune,18,Female,Gold
C00635,Nisha Patel,Mumbai,59,Male,Bronze
C00636,Sneha Patel,Pune,19,Female,Bronze
C00637,Aishwarya Patel,Chennai,55,Female,Gold
C00638,Kavya Patel,Pune,60,Female,Bronze
C00639,Harini Patel,Bengaluru,37,Male,Gold
C00640,Divya Patel,Pune,31,Female,Gold
C00641,Aarav Reddy,Pune,19,Female,Gold
C00642,Vivaan Reddy,Pune,35,Male,Bronze
C00643,Aditya Reddy,Bengaluru,56,Female,Gold
C00644,Arjun Reddy,Chennai,20,Male,Gold
C00645,Sai Reddy,Mumbai,40,Male,Bronze
C00646,Rahul Reddy,Hyderabad,46,Female,Silver
C00647,Karthik Reddy,Pune,22,Male,Silver
C00648,Surya Reddy,Pune,55,Male,Bronze
C00649,Vikram Reddy,Pune,52,Female,Bronze
C00650,Rohan Reddy,Hyderabad,32,Male,Gold
C00651,Ananya Reddy,Mumbai,45,Male,Silver
C00652,Diya Reddy,Hyderabad,53,Female,Gold
C00653,Priya Reddy,Chennai,40,Female,Gold
C00654,Meera Reddy,Hyderabad,56,Female,Gold
C00655,Nisha Reddy,Chennai,59,Female,Silver
C00656,Sneha Reddy,Bengaluru,21,Male,Bronze
C00657,Aishwarya Reddy,Hyderabad,19,Male,Silver
C00658,Kavya Reddy,Pune,25,Female,Gold
C00659,Harini Reddy,Chennai,51,Male,Silver
C00660,Divya Reddy,Hyderabad,50,Male,Silver
C00661,Aarav Kumar,Bengaluru,24,Male,Bronze
C00662,Vivaan Kumar,Hyderabad,46,Female,Bronze
C00663,Aditya Kumar,Bengaluru,30,Female,Gold
C00664,Arjun Kumar,Chennai,18,Female,Bronze
C00665,Sai Kumar,Hyderabad,22,Male,Silver
C00666,Rahul Kumar,Chennai,58,Male,Gold
C00667,Karthik Kumar,Pune,52,Female,Gold
C00668,Surya Kumar,Pune,49,Female,Bronze
C00669,Vikram Kumar,Bengaluru,38,Female,Silver
C00670,Rohan Kumar,Hyderabad,45,Male,Silver
C00671,Ananya Kumar,Mumbai,38,Male,Bronze
C00672,Diya Kumar,Pune,38,Female,Bronze
C00673,Priya Kumar,Bengaluru,31,Female,Gold
C00674,Meera Kumar,Pune,54,Female,Gold
C00675,Nisha Kumar,Bengaluru,24,Male,Bronze
C00676,Sneha Kumar,Bengaluru,55,Male,Bronze
C00677,Aishwarya Kumar,Mumbai,25,Female,Bronze
C00678,Kavya Kumar,Mumbai,44,Male,Silver
C00679,Harini Kumar,Pune,58,Male,Silver
C00680,Divya Kumar,Pune,37,Male,Gold
C00681,Aarav Singh,Mumbai,33,Female,Silver
C00682,Vivaan Singh,Hyderabad,34,Male,Bronze
C00683,Aditya Singh,Hyderabad,49,Female,Gold
C00684,Arjun Singh,Chennai,24,Female,Bronze
C00685,Sai Singh,Chennai,37,Male,Gold
C00686,Rahul Singh,Mumbai,25,Male,Gold
C00687,Karthik Singh,Pune,30,Male,Silver
C00688,Surya Singh,Hyderabad,24,Female,Silver
C00689,Vikram Singh,Hyderabad,44,Male,Gold
C00690,Rohan Singh,Hyderabad,36,Male,Silver
C00691,Ananya Singh,Hyderabad,35,Male,Gold
C00692,Diya Singh,Hyderabad,26,Male,Gold
C00693,Priya Singh,Pune,28,Female,Silver
C00694,Meera Singh,Hyderabad,48,Male,Bronze
C00695,Nisha Singh,Mumbai,58,Male,Bronze
C00696,Sneha Singh,Chennai,58,Female,Bronze
C00697,Aishwarya Singh,Chennai,60,Male,Silver
C00698,Kavya Singh,Pune,49,Male,Gold
C00699,Harini Singh,Bengaluru,24,Male,Gold
C00700,Divya Singh,Chennai,59,Female,Bronze
C00701,Aarav Iyer,Mumbai,24,Male,Silver
C00702,Vivaan Iyer,Pune,32,Male,Bronze
C00703,Aditya Iyer,Hyderabad,33,Female,Silver
C00704,Arjun Iyer,Hyderabad,29,Male,Gold
C00705,Sai Iyer,Mumbai,36,Male,Bronze
C00706,Rahul Iyer,Chennai,26,Male,Gold
C00707,Karthik Iyer,Mumbai,55,Male,Bronze
C00708,Surya Iyer,Hyderabad,59,Female,Gold
C00709,Vikram Iyer,Mumbai,47,Male,Silver
C00710,Rohan Iyer,Mumbai,25,Male,Gold
C00711,Ananya Iyer,Hyderabad,35,Male,Silver
C00712,Diya Iyer,Hyderabad,49,Female,Silver
C00713,Priya Iyer,Mumbai,52,Female,Silver
C00714,Meera Iyer,Hyderabad,59,Male,Gold
C00715,Nisha Iyer,Chennai,29,Male,Gold
C00716,Sneha Iyer,Hyderabad,53,Male,Bronze
C00717,Aishwarya Iyer,Mumbai,44,Female,Bronze
C00718,Kavya Iyer,Mumbai,42,Male,Silver
C00719,Harini Iyer,Mumbai,28,Female,Bronze
C00720,Divya Iyer,Chennai,46,Female,Bronze
C00721,Aarav Nair,Hyderabad,37,Female,Silver
C00722,Vivaan Nair,Mumbai,45,Female,Bronze
C00723,Aditya Nair,Bengaluru,21,Male,Silver
C00724,Arjun Nair,Chennai,58,Male,Bronze
C00725,Sai Nair,Pune,56,Female,Bronze
C00726,Rahul Nair,Bengaluru,23,Female,Silver
C00727,Karthik Nair,Hyderabad,40,Male,Bronze
C00728,Surya Nair,Pune,33,Male,Gold
C00729,Vikram Nair,Mumbai,19,Female,Bronze
C00730,Rohan Nair,Hyderabad,37,Male,Gold
C00731,Ananya Nair,Hyderabad,28,Female,Silver
C00732,Diya Nair,Pune,51,Male,Bronze
C00733,Priya Nair,Bengaluru,30,Female,Silver
C00734,Meera Nair,Hyderabad,19,Male,Bronze
C00735,Nisha Nair,Chennai,52,Female,Silver
C00736,Sneha Nair,Bengaluru,37,Male,Bronze
C00737,Aishwarya Nair,Hyderabad,39,Female,Gold
C00738,Kavya Nair,Chennai,53,Female,Bronze
C00739,Harini Nair,Mumbai,59,Female,Bronze
C00740,Divya Nair,Mumbai,35,Female,Silver
C00741,Aarav Verma,Mumbai,36,Female,Silver
C00742,Vivaan Verma,Hyderabad,31,Male,Bronze
C00743,Aditya Verma,Hyderabad,44,Male,Bronze
C00744,Arjun Verma,Bengaluru,52,Male,Gold
C00745,Sai Verma,Mumbai,20,Female,Bronze
C00746,Rahul Verma,Bengaluru,40,Male,Silver
C00747,Karthik Verma,Mumbai,32,Female,Bronze
C00748,Surya Verma,Hyderabad,27,Male,Bronze
C00749,Vikram Verma,Pune,23,Male,Bronze
C00750,Rohan Verma,Chennai,44,Female,Bronze
C00751,Ananya Verma,Chennai,25,Male,Silver
C00752,Diya Verma,Pune,34,Female,Bronze
C00753,Priya Verma,Mumbai,41,Female,Silver
C00754,Meera Verma,Bengaluru,48,Male,Bronze
C00755,Nisha Verma,Pune,59,Male,Silver
C00756,Sneha Verma,Mumbai,21,Female,Bronze
C00757,Aishwarya Verma,Pune,20,Male,Gold
C00758,Kavya Verma,Bengaluru,24,Male,Gold
C00759,Harini Verma,Pune,25,Male,Gold
C00760,Divya Verma,Chennai,56,Male,Silver
C00761,Aarav Gupta,Pune,20,Male,Gold
C00762,Vivaan Gupta,Bengaluru,23,Male,Bronze
C00763,Aditya Gupta,Chennai,44,Female,Bronze
C00764,Arjun Gupta,Bengaluru,29,Male,Gold
C00765,Sai Gupta,Mumbai,27,Female,Bronze
C00766,Rahul Gupta,Pune,25,Female,Silver
C00767,Karthik Gupta,Chennai,36,Female,Gold
C00768,Surya Gupta,Hyderabad,60,Male,Gold
C00769,Vikram Gupta,Chennai,20,Male,Silver
C00770,Rohan Gupta,Chennai,22,Male,Gold
C00771,Ananya Gupta,Chennai,22,Female,Silver
C00772,Diya Gupta,Hyderabad,56,Female,Gold
C00773,Priya Gupta,Hyderabad,49,Female,Gold
C00774,Meera Gupta,Chennai,54,Male,Silver
C00775,Nisha Gupta,Pune,52,Male,Gold
C00776,Sneha Gupta,Chennai,20,Female,Silver
C00777,Aishwarya Gupta,Bengaluru,26,Female,Gold
C00778,Kavya Gupta,Mumbai,36,Female,Silver
C00779,Harini Gupta,Hyderabad,39,Female,Bronze
C00780,Divya Gupta,Hyderabad,26,Male,Gold
C00781,Aarav Rao,Mumbai,54,Female,Bronze
C00782,Vivaan Rao,Bengaluru,38,Male,Silver
C00783,Aditya Rao,Mumbai,35,Male,Silver
C00784,Arjun Rao,Hyderabad,59,Female,Bronze
C00785,Sai Rao,Bengaluru,21,Female,Silver
C00786,Rahul Rao,Chennai,39,Male,Bronze
C00787,Karthik Rao,Chennai,32,Female,Bronze
C00788,Surya Rao,Hyderabad,52,Male,Bronze
C00789,Vikram Rao,Chennai,56,Female,Gold
C00790,Rohan Rao,Hyderabad,24,Male,Bronze
C00791,Ananya Rao,Hyderabad,34,Male,Gold
C00792,Diya Rao,Hyderabad,24,Male,Bronze
C00793,Priya Rao,Pune,57,Male,Gold
C00794,Meera Rao,Bengaluru,23,Male,Silver
C00795,Nisha Rao,Hyderabad,49,Male,Bronze
C00796,Sneha Rao,Bengaluru,54,Male,Bronze
C00797,Aishwarya Rao,Bengaluru,45,Female,Bronze
C00798,Kavya Rao,Chennai,29,Male,Gold
C00799,Harini Rao,Mumbai,22,Male,Bronze
C00800,Divya Rao,Mumbai,42,Female,Silver
C00801,Aarav Sharma,Hyderabad,55,Male,Bronze
C00802,Vivaan Sharma,Pune,28,Male,Silver
C00803,Aditya Sharma,Mumbai,33,Male,Gold
C00804,Arjun Sharma,Hyderabad,25,Female,Gold
C00805,Sai Sharma,Chennai,54,Female,Bronze
C00806,Rahul Sharma,Chennai,30,Male,Bronze
C00807,Karthik Sharma,Hyderabad,19,Female,Silver
C00808,Surya Sharma,Pune,21,Female,Silver
C00809,Vikram Sharma,Chennai,38,Female,Silver
C00810,Rohan Sharma,Chennai,35,Male,Bronze
C00811,Ananya Sharma,Mumbai,21,Male,Silver
C00812,Diya Sharma,Pune,31,Male,Bronze
C00813,Priya Sharma,Hyderabad,47,Male,Silver
C00814,Meera Sharma,Hyderabad,19,Female,Bronze
C00815,Nisha Sharma,Hyderabad,23,Male,Bronze
C00816,Sneha Sharma,Hyderabad,40,Male,Bronze
C00817,Aishwarya Sharma,Hyderabad,18,Male,Bronze
C00818,Kavya Sharma,Mumbai,48,Male,Silver
C00819,Harini Sharma,Pune,52,Female,Gold
C00820,Divya Sharma,Pune,51,Male,Gold
C00821,Aarav Patel,Pune,49,Female,Gold
C00822,Vivaan Patel,Bengaluru,39,Male,Silver
C00823,Aditya Patel,Pune,50,Female,Gold
C00824,Arjun Patel,Mumbai,36,Male,Bronze
C00825,Sai Patel,Bengaluru,25,Male,Bronze
C00826,Rahul Patel,Mumbai,36,Female,Gold
C00827,Karthik Patel,Bengaluru,53,Female,Bronze
C00828,Surya Patel,Mumbai,51,Male,Silver
C00829,Vikram Patel,Pune,18,Male,Bronze
C00830,Rohan Patel,Mumbai,39,Female,Bronze
C00831,Ananya Patel,Pune,21,Female,Silver
C00832,Diya Patel,Mumbai,25,Male,Gold
C00833,Priya Patel,Chennai,48,Male,Bronze
C00834,Meera Patel,Chennai,25,Male,Bronze
C00835,Nisha Patel,Hyderabad,33,Female,Bronze
C00836,Sneha Patel,Pune,45,Female,Silver
C00837,Aishwarya Patel,Bengaluru,19,Male,Bronze
C00838,Kavya Patel,Mumbai,50,Female,Bronze
C00839,Harini Patel,Bengaluru,37,Male,Bronze
C00840,Divya Patel,Pune,28,Male,Gold
C00841,Aarav Reddy,Hyderabad,54,Female,Bronze
C00842,Vivaan Reddy,Mumbai,36,Female,Gold
C00843,Aditya Reddy,Bengaluru,29,Male,Silver
C00844,Arjun Reddy,Chennai,18,Female,Bronze
C00845,Sai Reddy,Pune,21,Male,Silver
C00846,Rahul Reddy,Chennai,42,Male,Silver
C00847,Karthik Reddy,Mumbai,57,Female,Silver
C00848,Surya Reddy,Pune,42,Male,Silver
C00849,Vikram Reddy,Chennai,29,Male,Bronze
C00850,Rohan Reddy,Mumbai,47,Female,Gold
C00851,Ananya Reddy,Bengaluru,49,Female,Silver
C00852,Diya Reddy,Pune,57,Male,Bronze
C00853,Priya Reddy,Chennai,45,Male,Gold
C00854,Meera Reddy,Hyderabad,51,Female,Gold
C00855,Nisha Reddy,Hyderabad,59,Female,Bronze
C00856,Sneha Reddy,Pune,49,Male,Gold
C00857,Aishwarya Reddy,Mumbai,54,Male,Bronze
C00858,Kavya Reddy,Bengaluru,46,Female,Silver
C00859,Harini Reddy,Bengaluru,59,Male,Bronze
C00860,Divya Reddy,Pune,24,Male,Silver
C00861,Aarav Kumar,Chennai,53,Female,Bronze
C00862,Vivaan Kumar,Chennai,26,Male,Silver
C00863,Aditya Kumar,Mumbai,60,Female,Bronze
C00864,Arjun Kumar,Bengaluru,37,Female,Bronze
C00865,Sai Kumar,Chennai,23,Female,Silver
C00866,Rahul Kumar,Bengaluru,55,Male,Bronze
C00867,Karthik Kumar,Bengaluru,59,Female,Silver
C00868,Surya Kumar,Pune,30,Female,Silver
C00869,Vikram Kumar,Pune,52,Female,Gold
C00870,Rohan Kumar,Chennai,21,Male,Gold
C00871,Ananya Kumar,Chennai,39,Male,Bronze
C00872,Diya Kumar,Mumbai,29,Male,Gold
C00873,Priya Kumar,Pune,29,Male,Silver
C00874,Meera Kumar,Chennai,29,Male,Bronze
C00875,Nisha Kumar,Chennai,53,Male,Silver
C00876,Sneha Kumar,Hyderabad,57,Female,Silver
C00877,Aishwarya Kumar,Mumbai,59,Female,Silver
C00878,Kavya Kumar,Chennai,37,Male,Silver
C00879,Harini Kumar,Chennai,59,Female,Bronze
C00880,Divya Kumar,Chennai,55,Female,Gold
C00881,Aarav Singh,Hyderabad,51,Female,Silver
C00882,Vivaan Singh,Chennai,39,Male,Gold
C00883,Aditya Singh,Hyderabad,39,Male,Silver
C00884,Arjun Singh,Bengaluru,36,Male,Silver
C00885,Sai Singh,Chennai,36,Male,Gold
C00886,Rahul Singh,Pune,40,Male,Bronze
C00887,Karthik Singh,Pune,37,Female,Gold
C00888,Surya Singh,Mumbai,55,Female,Gold
C00889,Vikram Singh,Bengaluru,40,Male,Gold
C00890,Rohan Singh,Chennai,29,Male,Gold
C00891,Ananya Singh,Mumbai,43,Female,Gold
C00892,Diya Singh,Hyderabad,48,Female,Bronze
C00893,Priya Singh,Bengaluru,58,Male,Silver
C00894,Meera Singh,Hyderabad,29,Male,Silver
C00895,Nisha Singh,Hyderabad,58,Male,Silver
C00896,Sneha Singh,Chennai,22,Female,Silver
C00897,Aishwarya Singh,Bengaluru,36,Male,Silver
C00898,Kavya Singh,Chennai,43,Female,Silver
C00899,Harini Singh,Mumbai,55,Male,Gold
C00900,Divya Singh,Bengaluru,54,Female,Silver
C00901,Aarav Iyer,Bengaluru,52,Male,Gold
C00902,Vivaan Iyer,Hyderabad,31,Female,Gold
C00903,Aditya Iyer,Chennai,59,Female,Gold
C00904,Arjun Iyer,Pune,41,Male,Gold
C00905,Sai Iyer,Chennai,52,Female,Silver
C00906,Rahul Iyer,Mumbai,30,Male,Gold
C00907,Karthik Iyer,Chennai,52,Female,Bronze
C00908,Surya Iyer,Hyderabad,37,Male,Silver
C00909,Vikram Iyer,Hyderabad,45,Female,Bronze
C00910,Rohan Iyer,Hyderabad,48,Female,Gold
C00911,Ananya Iyer,Chennai,45,Male,Gold
C00912,Diya Iyer,Pune,27,Male,Gold
C00913,Priya Iyer,Bengaluru,19,Male,Gold
C00914,Meera Iyer,Mumbai,33,Female,Gold
C00915,Nisha Iyer,Hyderabad,37,Female,Gold
C00916,Sneha Iyer,Hyderabad,54,Female,Bronze
C00917,Aishwarya Iyer,Hyderabad,48,Male,Gold
C00918,Kavya Iyer,Mumbai,53,Female,Bronze
C00919,Harini Iyer,Bengaluru,43,Male,Gold
C00920,Divya Iyer,Chennai,33,Male,Silver
C00921,Aarav Nair,Chennai,18,Male,Silver
C00922,Vivaan Nair,Hyderabad,40,Male,Gold
C00923,Aditya Nair,Mumbai,28,Male,Gold
C00924,Arjun Nair,Pune,55,Female,Silver
C00925,Sai Nair,Bengaluru,26,Male,Bronze
C00926,Rahul Nair,Mumbai,18,Male,Gold
C00927,Karthik Nair,Mumbai,34,Male,Silver
C00928,Surya Nair,Bengaluru,36,Female,Silver
C00929,Vikram Nair,Mumbai,45,Male,Gold
C00930,Rohan Nair,Hyderabad,52,Female,Silver
C00931,Ananya Nair,Hyderabad,56,Female,Silver
C00932,Diya Nair,Chennai,58,Female,Silver
C00933,Priya Nair,Bengaluru,24,Male,Bronze
C00934,Meera Nair,Chennai,45,Female,Silver
C00935,Nisha Nair,Pune,47,Male,Bronze
C00936,Sneha Nair,Pune,45,Female,Gold
C00937,Aishwarya Nair,Hyderabad,35,Male,Bronze
C00938,Kavya Nair,Mumbai,23,Female,Gold
C00939,Harini Nair,Chennai,56,Female,Bronze
C00940,Divya Nair,Chennai,48,Male,Silver
C00941,Aarav Verma,Chennai,38,Female,Bronze
C00942,Vivaan Verma,Pune,57,Male,Silver
C00943,Aditya Verma,Pune,20,Female,Gold
C00944,Arjun Verma,Hyderabad,49,Male,Silver
C00945,Sai Verma,Pune,18,Female,Gold
C00946,Rahul Verma,Pune,21,Female,Bronze
C00947,Karthik Verma,Mumbai,57,Female,Gold
C00948,Surya Verma,Bengaluru,44,Male,Bronze
C00949,Vikram Verma,Chennai,46,Female,Bronze
C00950,Rohan Verma,Chennai,40,Female,Bronze
C00951,Ananya Verma,Pune,43,Female,Bronze
C00952,Diya Verma,Hyderabad,37,Female,Silver
C00953,Priya Verma,Bengaluru,38,Male,Gold
C00954,Meera Verma,Mumbai,43,Male,Bronze
C00955,Nisha Verma,Pune,58,Female,Silver
C00956,Sneha Verma,Hyderabad,36,Female,Silver
C00957,Aishwarya Verma,Mumbai,51,Female,Bronze
C00958,Kavya Verma,Hyderabad,41,Female,Silver
C00959,Harini Verma,Bengaluru,48,Male,Bronze
C00960,Divya Verma,Bengaluru,25,Female,Bronze
C00961,Aarav Gupta,Pune,20,Male,Silver
C00962,Vivaan Gupta,Mumbai,34,Male,Gold
C00963,Aditya Gupta,Chennai,40,Female,Silver
C00964,Arjun Gupta,Pune,46,Female,Gold
C00965,Sai Gupta,Chennai,30,Male,Bronze
C00966,Rahul Gupta,Pune,46,Male,Gold
C00967,Karthik Gupta,Pune,24,Female,Gold
C00968,Surya Gupta,Pune,20,Female,Bronze
C00969,Vikram Gupta,Chennai,33,Female,Gold
C00970,Rohan Gupta,Pune,21,Male,Gold
C00971,Ananya Gupta,Hyderabad,53,Male,Gold
C00972,Diya Gupta,Hyderabad,54,Male,Silver
C00973,Priya Gupta,Pune,52,Male,Bronze
C00974,Meera Gupta,Chennai,36,Male,Gold
C00975,Nisha Gupta,Hyderabad,53,Female,Gold
C00976,Sneha Gupta,Hyderabad,43,Male,Gold
C00977,Aishwarya Gupta,Mumbai,21,Female,Silver
C00978,Kavya Gupta,Pune,57,Male,Silver
C00979,Harini Gupta,Chennai,56,Female,Gold
C00980,Divya Gupta,Chennai,59,Female,Bronze
C00981,Aarav Rao,Bengaluru,52,Male,Bronze
C00982,Vivaan Rao,Chennai,21,Female,Gold
C00983,Aditya Rao,Bengaluru,29,Male,Silver
C00984,Arjun Rao,Pune,57,Male,Gold
C00985,Sai Rao,Pune,22,Male,Silver
C00986,Rahul Rao,Hyderabad,47,Female,Gold
C00987,Karthik Rao,Hyderabad,37,Female,Bronze
C00988,Surya Rao,Chennai,30,Female,Gold
C00989,Vikram Rao,Chennai,18,Female,Silver
C00990,Rohan Rao,Hyderabad,53,Male,Silver
C00991,Ananya Rao,Pune,46,Female,Silver
C00992,Diya Rao,Bengaluru,43,Female,Gold
C00993,Priya Rao,Pune,57,Male,Gold
C00994,Meera Rao,Hyderabad,39,Female,Gold
C00995,Nisha Rao,Pune,36,Female,Silver
C00996,Sneha Rao,Hyderabad,42,Male,Gold
C00997,Aishwarya Rao,Mumbai,46,Female,Silver
C00998,Kavya Rao,Bengaluru,34,Female,Bronze
C00999,Harini Rao,Chennai,55,Female,Gold
C01000,Divya Rao,Bengaluru,41,Female,Gold
C01001,Aarav Sharma,Hyderabad,33,Male,Bronze
C01002,Vivaan Sharma,Mumbai,56,Male,Silver
C01003,Aditya Sharma,Hyderabad,40,Female,Gold
C01004,Arjun Sharma,Hyderabad,54,Female,Gold
C01005,Sai Sharma,Chennai,50,Female,Gold
C01006,Rahul Sharma,Bengaluru,19,Female,Bronze
C01007,Karthik Sharma,Pune,48,Female,Bronze
C01008,Surya Sharma,Pune,49,Male,Gold
C01009,Vikram Sharma,Chennai,51,Female,Silver
C01010,Rohan Sharma,Hyderabad,29,Male,Gold
C01011,Ananya Sharma,Pune,34,Male,Silver
C01012,Diya Sharma,Bengaluru,49,Female,Gold
C01013,Priya Sharma,Pune,43,Male,Gold
C01014,Meera Sharma,Chennai,31,Male,Gold
C01015,Nisha Sharma,Mumbai,21,Female,Bronze
C01016,Sneha Sharma,Mumbai,35,Female,Bronze
C01017,Aishwarya Sharma,Mumbai,45,Female,Gold
